ctrlMSE	score	pMSE	p	BH
cellular response to decreased oxygen levels	108.110848756161	0.836060281917029	0.4	0.4	1
response to superoxide	107.42508848079	0.83604112990082	0.2	0.2	1
removal of superoxide radicals	107.42508848079	0.83604112990082	0.4	0.2	1
cellular response to oxygen radical	107.42508848079	0.83604112990082	0.2	0.2	1
cellular response to superoxide	107.42508848079	0.83604112990082	0.2	0.2	1
positive regulation of ubiquitin-protein transferase activity	107.810601477759	0.835986996536218	0.2	0.2	1
positive regulation of T cell apoptotic process	108.118759155267	0.83598101842182	0.2	0.2	1
polyketide metabolic process	107.844325402331	0.835944226266137	0.4	0.4	1
aminoglycoside antibiotic metabolic process	107.844325402331	0.835944226266137	0.4	0.4	1
daunorubicin metabolic process	107.844325402331	0.835944226266137	0.2	0.2	1
doxorubicin metabolic process	107.844325402331	0.835944226266137	0.2	0.2	1
tRNA aminoacylation for protein translation	107.436221381056	0.835915604495898	0.2	0.2	1
endothelium development	108.03507825344	0.835855002201639	0.2	0.2	1
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	107.444491755002	0.835852422977619	0.4	0.4	1
hormone metabolic process	106.3595057736	0.835815734627062	0.2	0.2	1
maintenance of Golgi location	109.913661675322	0.835801604949356	0.2	0.2	1
negative regulation of mRNA 3'-end processing	107.539926994422	0.83572955722549	0.2	0.2	1
negative regulation of mRNA polyadenylation	107.539926994422	0.83572955722549	0.2	0.2	1
retina development in camera-type eye	106.999324757768	0.83571950789949	0.2	0.2	1
fructose biosynthetic process	107.248018843881	0.835712817449762	0.2	0.2	1
C21-steroid hormone metabolic process	107.461513282188	0.835675122651797	0.2	0.2	1
mitochondrial electron transport, cytochrome c to oxygen	106.709312532906	0.835672788097687	0.2	0.2	1
meiotic spindle organization	107.178473936611	0.835669493303771	0.2	0.2	1
glial cell differentiation	107.079077573211	0.835654082801812	0.2	0.2	1
positive regulation of glycogen metabolic process	107.011473639388	0.835612568285006	0.2	0.2	1
negative regulation of protein oligomerization	109.115464605218	0.835575697645018	0.2	0.2	1
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	107.644427372583	0.835525173672853	0.2	0.2	1
smooth muscle cell migration	107.945993651241	0.835513094343905	0.2	0.2	1
modulation by virus of host process	108.09716020366	0.835501021686101	0.2	0.2	1
response to oxygen radical	107.653494619913	0.835475779330587	0.4	0.2	1
ether lipid biosynthetic process	107.060267367831	0.835435131531178	0.2	0.2	1
glycerol ether biosynthetic process	107.060267367831	0.835435131531178	0.2	0.2	1
cellular lipid biosynthetic process	107.060267367831	0.835435131531178	0.2	0.2	1
ether biosynthetic process	107.060267367831	0.835435131531178	0.2	0.2	1
transmission of nerve impulse	106.031484872873	0.835401611676241	0.2	0.2	1
extracellular matrix assembly	107.957546696552	0.835391244373861	0.2	0.2	1
positive regulation of protein maturation	107.456926328167	0.835375762799875	0.2	0.2	1
positive regulation of stress fiber assembly	106.835467854333	0.835369598383175	0.2	0.2	1
negative regulation of mitotic cell cycle phase transition	107.36779111225	0.835320947016564	0.2	0.2	1
positive regulation of anion transport	106.979062161675	0.835311916711648	0.2	0.2	1
protein modification by small protein removal	106.541269621409	0.835266532115631	0.2	0.4	1
protein deubiquitination	106.579065864247	0.835239431175852	0.2	0.2	1
mitotic cell cycle phase transition	106.563520174116	0.835235612910124	0.4	0.4	1
cell cycle phase transition	106.571032511948	0.835206082832979	0.2	0.2	1
anterograde axonal transport	106.869269732772	0.835143088074692	0.2	0.2	1
regulation of GTPase activity	106.531609907899	0.835120254558827	0.4	0.4	1
negative regulation of ERK1 and ERK2 cascade	110.09933035806	0.8351130566183	0.2	0.2	1
DNA replication, Okazaki fragment processing	108.1441362027	0.835097764122796	0.2	0.2	1
DNA replication, removal of RNA primer	108.1441362027	0.835097764122796	0.2	0.2	1
regulation of mRNA binding	108.018886044365	0.83506327646227	0.2	0.2	1
positive regulation of mRNA binding	108.018886044365	0.83506327646227	0.2	0.2	1
embryonic organ morphogenesis	107.582580656948	0.835027258679303	0.2	0.2	1
peroxisomal membrane transport	108.438002650796	0.834964529291969	0.2	0.2	1
protein import into peroxisome membrane	108.438002650796	0.834964529291969	0.2	0.2	1
regulation of organ morphogenesis	108.56031378165	0.834884179456423	0.2	0.2	1
regulation of T cell mediated immunity	107.43368006714	0.834859256687758	0.2	0.2	1
transepithelial chloride transport	110.068116818115	0.834795420855401	0.4	0.4	1
regulation of fatty acid transport	107.493851681768	0.834784978800168	0.4	0.4	1
response to hypoxia	108.621902798694	0.834782301963052	0.2	0.2	1
polyol biosynthetic process	111.424201818277	0.834765278997838	0.2	0.2	1
response to decreased oxygen levels	108.658761766524	0.834677915572965	0.2	0.2	1
negative regulation of innate immune response	107.995612612816	0.834648297512328	0.8	0.4	1
negative regulation of G2/M transition of mitotic cell cycle	107.236926991211	0.834625813975132	0.2	0.2	1
development of primary female sexual characteristics	108.430729345488	0.834622052232742	0.2	0.2	1
negative regulation of cell cycle G2/M phase transition	107.243089850156	0.834613758010354	0.2	0.2	1
peptidyl-glutamic acid modification	108.32421683039	0.834600396253562	0.4	0.4	1
regulation of protein localization to kinetochore	108.853616942808	0.834598775609887	0.2	0.2	1
positive regulation of protein localization to kinetochore	108.853616942808	0.834598775609887	0.2	0.2	1
Wnt signaling pathway	108.257560934182	0.834583236122799	0.4	0.2	1
cell-cell signaling by wnt	108.257560934182	0.834583236122799	0.2	0.2	1
female sex differentiation	107.533236017285	0.834531882479284	0.2	0.2	1
C21-steroid hormone biosynthetic process	107.677737618222	0.834488863706121	0.4	0.2	1
ribosome assembly	107.169187926142	0.834477928367256	0.2	0.2	1
regulation of spindle assembly	109.17663075842	0.834464160451758	0.4	0.2	1
positive regulation of calcium ion-dependent exocytosis	107.900301283906	0.834454462469784	0.2	0.4	1
cell-substrate adherens junction assembly	113.003015921175	0.834451426640395	0.4	0.4	1
focal adhesion assembly	113.003015921175	0.834451426640395	0.6	0.4	1
copper ion transport	113.685412769929	0.834440882937359	0.6	0.2	1
protein heterotetramerization	108.189142392969	0.83443473782939	0.6	0.4	1
regulation of receptor binding	107.143847748915	0.834434551294777	0.4	0.4	1
clustering of voltage-gated potassium channels	108.572120379274	0.834421325002655	0.2	0.2	1
phosphatidylinositol metabolic process	108.195909042132	0.834356537155137	0.2	0.4	1
positive regulation of T cell differentiation	107.370449959115	0.834353292851276	0.2	0.2	1
adenylate cyclase-inhibiting dopamine receptor signaling pathway	111.591283692163	0.83434935833347	0.6	0.2	1
base-excision repair, gap-filling	107.25000579633	0.834347368576692	0.2	0.2	1
lens fiber cell differentiation	109.507196881989	0.834295720392545	0.4	0.4	1
creatine metabolic process	107.585477029702	0.834253167034214	0.2	0.2	1
negative regulation of Wnt signaling pathway	107.09983757973	0.834241580259563	0.2	0.2	1
mitotic spindle assembly	110.061386218954	0.834210272251449	0.4	0.4	1
positive regulation of protein exit from endoplasmic reticulum	109.842537255624	0.834179672305864	0.2	0.2	1
negative regulation of ubiquitin protein ligase activity	107.532064639666	0.834090940027614	0.4	0.4	1
lipoxygenase pathway	109.902500335468	0.834081896089574	0.2	0.2	1
axonal transport	107.476304521421	0.834071965213329	0.2	0.4	1
maintenance of organelle location	110.250009535454	0.834036879968433	0.2	0.2	1
regulation of acetyl-CoA biosynthetic process from pyruvate	108.003935379493	0.834034683368557	0.4	0.6	1
regulation of acyl-CoA biosynthetic process	108.003935379493	0.834034683368557	0.2	0.2	1
positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	107.493201246046	0.833965469777935	0.2	0.2	1
regulation of osteoblast differentiation	106.522359849893	0.833957545760872	0.2	0.2	1
neuronal ion channel clustering	109.144080146086	0.833949179139239	0.2	0.2	1
reactive oxygen species biosynthetic process	107.475353895954	0.833935826247259	0.2	0.2	1
positive regulation of actin filament bundle assembly	107.053876886454	0.833912433900442	0.4	0.4	1
positive regulation of TOR signaling	106.408448073323	0.833857382894429	0.2	0.2	1
membrane docking	108.591831822386	0.833843483245336	0.4	0.2	1
amino acid transport	107.178118251593	0.833827604717824	0.2	0.2	1
modification-dependent macromolecule catabolic process	108.143894615114	0.833820218016307	0.2	0.2	1
activation of innate immune response	107.515223546503	0.833812507651744	0.2	0.2	1
pentose-phosphate shunt	108.347897537064	0.833801395051797	0.2	0.2	1
ATF6-mediated unfolded protein response	108.285584781432	0.833792109247163	0.4	0.2	1
glycosphingolipid catabolic process	108.343055308753	0.83376690249805	0.2	0.2	1
ceramide catabolic process	108.343055308753	0.83376690249805	0.2	0.2	1
regulation of CD4-positive, alpha-beta T cell activation	107.414499011593	0.833751530515063	0.2	0.4	1
regulation of p38MAPK cascade	106.157518245113	0.833743658856221	0.2	0.2	1
embryonic camera-type eye morphogenesis	114.576041482508	0.833733442623493	0.6	0.4	1
telomeric loop disassembly	109.482437041207	0.833722701226419	0.2	0.2	1
regulation of fibroblast migration	108.668599020248	0.833689185151298	0.2	0.2	1
regulation of amyloid fibril formation	108.261721596016	0.833667708820143	0.2	0.2	1
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	108.162710110933	0.833591929941668	0.8	0.8	1
negative regulation of inflammatory response	108.561229266675	0.833571744766745	0.2	0.2	1
modification-dependent protein catabolic process	108.323429978215	0.833561576518739	0.2	0.2	1
negative regulation of cell cycle phase transition	107.715453566256	0.833530209865344	0.2	0.2	1
hormone biosynthetic process	108.039455574055	0.833518229046911	0.2	0.2	1
establishment or maintenance of cytoskeleton polarity	108.490022710579	0.833518062198606	0.2	0.2	1
circadian regulation of gene expression	107.216454866042	0.833495194270295	0.2	0.2	1
non-canonical Wnt signaling pathway	108.820602673735	0.833492543057867	0.2	0.2	1
ubiquitin-dependent protein catabolic process	108.390160590184	0.833481992764584	0.2	0.2	1
peptidyl-proline hydroxylation	108.34767669712	0.833454245793743	0.2	0.2	1
proteolysis involved in cellular protein catabolic process	108.046539647042	0.833449037757386	0.2	0.2	1
cell fate commitment involved in formation of primary germ layer	106.320220221425	0.833441979366016	0.2	0.2	1
negative regulation of canonical Wnt signaling pathway	107.175801231916	0.833436150704523	0.2	0.2	1
innate immune response-activating signal transduction	107.945553843636	0.833370577644805	0.2	0.2	1
positive regulation of exocytosis	106.988539492892	0.833366976245217	0.2	0.2	1
inositol phosphate-mediated signaling	110.277098497201	0.833363545889281	0.2	0.4	1
presynapse assembly	106.549367178113	0.833350972230818	0.2	0.4	1
regulation of ubiquitin protein ligase activity	107.766987176464	0.833302242611052	0.2	0.2	1
selective autophagy	111.896963027462	0.833256155037548	0.4	0.4	1
regulation of interleukin-5 secretion	107.484613249917	0.833236644571681	0.2	0.2	1
quinone metabolic process	108.355226012004	0.833230980339623	0.4	0.4	1
negative regulation of oxidative phosphorylation	108.417476299848	0.833211343974486	0.2	0.2	1
citrate metabolic process	109.328794572875	0.833207197188173	0.2	0.2	1
positive regulation of sister chromatid cohesion	107.58502339939	0.833174198960641	0.2	0.2	1
lipid storage	109.876802370787	0.833124503068669	0.4	0.4	1
positive regulation of neurotransmitter transport	108.766307707438	0.833088060033517	0.2	0.2	1
regulation of isotype switching	110.983520695794	0.833080122362705	0.2	0.2	1
organelle localization by membrane tethering	108.267127084268	0.833059866896746	0.4	0.2	1
embryo development	108.093898116367	0.833044063160263	0.2	0.2	1
melatonin metabolic process	108.431984274015	0.83302870994784	0.2	0.2	1
melatonin biosynthetic process	108.431984274015	0.83302870994784	0.2	0.2	1
C4-dicarboxylate transport	107.670796498594	0.832988742357675	0.2	0.2	1
regulation of innate immune response	107.449399716484	0.832980365611492	0.2	0.2	1
presynaptic membrane organization	107.621948446312	0.832954235294309	0.2	0.4	1
glucose 6-phosphate metabolic process	108.703068275607	0.832913153937821	0.2	0.2	1
regulation of canonical Wnt signaling pathway	107.688212544533	0.832870368531546	0.4	0.4	1
homophilic cell adhesion via plasma membrane adhesion molecules	107.885871275543	0.832830658684238	0.2	0.2	1
carboxylic acid transport	107.404355789314	0.832820117520047	0.2	0.2	1
mitochondrial electron transport, ubiquinol to cytochrome c	107.070464816728	0.832810505629543	0.2	0.2	1
ribosomal subunit export from nucleus	107.369342064241	0.832797949175642	0.2	0.2	1
ribosome localization	107.369342064241	0.832797949175642	0.2	0.2	1
vitamin K metabolic process	107.266528493681	0.832787449426007	0.2	0.2	1
organic acid transport	107.409483315916	0.832769832333051	0.2	0.4	1
glycerol ether metabolic process	108.918573561128	0.832767946310743	0.2	0.2	1
ether lipid metabolic process	108.918573561128	0.832767946310743	0.2	0.2	1
cellular component maintenance	111.338256465968	0.832754157199095	0.6	0.2	1
metanephric mesenchyme development	109.01762667754	0.832742559778588	0.2	0.4	1
cytoskeleton-dependent cytokinesis	107.845977178758	0.832703647335951	0.2	0.2	1
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	107.46987803125	0.832686156861087	0.4	0.4	1
regulation of digestive system process	107.933418363401	0.832673242471383	0.2	0.2	1
regulation of superoxide metabolic process	108.24573152802	0.832661231131376	0.4	0.4	1
response to steroid hormone	107.667077429157	0.832646363288878	0.2	0.2	1
cytolysis in other organism	110.004667479592	0.832632031365015	0.2	0.2	1
2-oxoglutarate metabolic process	108.488942168737	0.832620645901978	0.6	0.6	1
regulation of chromosome segregation	108.013120680696	0.832562574381102	0.2	0.2	1
positive regulation of synaptic plasticity	110.940113084846	0.832561224542627	0.2	0.2	1
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	109.136051663566	0.832469711134965	0.4	0.4	1
cellular response to hydroxyurea	107.797418286179	0.832447258305231	0.4	0.4	1
regulation of mesenchymal cell proliferation	109.825411207618	0.832441730561449	0.4	0.2	1
anterior/posterior axis specification	109.994293189568	0.83240300631431	0.4	0.4	1
cell surface receptor signaling pathway involved in cell-cell signaling	108.616243696479	0.83238792642512	0.4	0.4	1
calcineurin-mediated signaling	108.974671896081	0.832385489314108	0.2	0.2	1
Fc-epsilon receptor signaling pathway	108.317550806225	0.83238006319631	0.2	0.2	1
